"アイテムID","アイテムコード","名称","代表画像ファイル名","説明","素材","サイズHTML","表示順","アイテム表示可否","納期(日)","配送コメント","最低数量","アイテムプラットフォームプリセット"
"","5001-01","5.6オンス ハイクオリティー Tシャツ〈アダルト〉","5001-01-0001.jpg","United Athle 5001-01。5.6オンスの丈夫でしっかりした生地感。豊富なカラーとサイズ展開の定番Tシャツです。","綿100%","S,M,L,XL,XXL,XXXL","3","1","10","（仮）通常配送","1","0"
