"アイテムID","アイテムコード","名称","代表画像ファイル名","説明","素材","サイズHTML","表示順","アイテム表示可否","納期(日)","配送コメント","最低数量","アイテムプラットフォームプリセット"
"","5942-01","5942-01 6.2オンス プレミアム Tシャツ","5942-01-0001.jpg","United Athle 5942-01。6.2オンス プレミアム Tシャツ。","綿100%","XS,S,M,L,XL,XXL,XXXL","3","1","10","（仮）通常配送","1","0"
