"アイテムID","アイテムコード","名称","代表画像ファイル名","説明","素材","サイズHTML","表示順","アイテム表示可否","納期(日)","配送コメント","最低数量","アイテムプラットフォームプリセット"
"","5010-01","5010-01 5.6オンス ロングスリーブ Tシャツ","5010-01-0001.jpg","United Athle 5010-01。5.6オンス ロングスリーブ Tシャツ。","綿100%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0"
