"アイテムID","アイテムコード","名称","代表画像ファイル名","説明","素材","サイズHTML","表示順","アイテム表示可否","納期(日)","配送コメント","最低数量","アイテムプラットフォームプリセット"
"","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","5399-01-0001.jpg","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0"
