"ID","加工方法指定コード","アイテムコード","アイテムID(NC)","加工方法コード","加工方法ID(NC)","表示名","表示順","表示可否","キャンバス画像ファイル名","キャンバス座標Ax","キャンバス座標Ay","キャンバス座標Bx","キャンバス座標By","キャンバス座標Cx","キャンバス座標Cy","プラットフォームプリセット"
"","2020-01_chest_left","2020-01","13567","inkjet_chest_left","20286","左胸","1","1","2020-01-0001.jpg","380","300","620","300","380","540","0"
