"アイテムID","アイテムコード","名称","代表画像ファイル名","説明","素材","サイズHTML","表示順","アイテム表示可否","納期(日)","配送コメント","最低数量","アイテムプラットフォームプリセット"
"","2020-01","2020-01 4.7オンス スペシャルドライカノコ ポロシャツ（ローブリード）","2020-01-0001.jpg","United Athle 2020-01。4.7オンス スペシャルドライカノコ ポロシャツ（ローブリード）。","ポリエステル100%","XS,S,M,L,XL,XXL,XXXL,XXXXL,5XL","3","1","10","（仮）通常配送","1","0"
