"アイテムID","アイテムコード","名称","代表画像ファイル名","説明","素材","サイズHTML","表示順","アイテム表示可否","納期(日)","配送コメント","最低数量","アイテムプラットフォームプリセット"
"","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","5041-01-1002.jpg","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0"
